"from","to","weight","pair_type","from_role","to_role","year","pairID"
"C809","09B4",0.0263157894736842,"mother-random-juvenile","mother","daughter",2023,"09B4-C809"
"C809","0739",0.105263157894737,"mother-random-juvenile","mother","daughter",2023,"0739-C809"
"C809","F1D5",0.130434782608696,"mother-random-juvenile","mother","daughter",2023,"C809-F1D5"
"C809","0122",0.25,"mother-random-juvenile","mother","daughter",2023,"0122-C809"
"C809","0482",0.0434782608695652,"mother-random-juvenile","mother","daughter",2023,"0482-C809"
"C809","10B6",0.0909090909090909,"mother-random-juvenile","mother","daughter",2023,"10B6-C809"
"C809","104E",0.185185185185185,"mother-random-juvenile","mother","daughter",2023,"104E-C809"
"C809","0BA0",0.0689655172413793,"mother-random-juvenile","mother","daughter",2023,"0BA0-C809"
"C809","0DE4",0.0952380952380952,"mother-random-juvenile","mother","daughter",2023,"0DE4-C809"
"C809","062C",0.05,"mother-random-juvenile","mother","daughter",2023,"062C-C809"
"C809","088C",0.214285714285714,"mother-random-juvenile","mother","daughter",2023,"088C-C809"
"3CC1","0739",0.5,"mother-random-juvenile","mother","daughter",2023,"0739-3CC1"
"3CC1","F1D5",0.1,"mother-random-juvenile","mother","daughter",2023,"3CC1-F1D5"
"3CC1","0122",0.19047619047619,"mother-random-juvenile","mother","daughter",2023,"0122-3CC1"
"3CC1","0482",0.125,"mother-random-juvenile","mother","daughter",2023,"0482-3CC1"
"3CC1","10B6",0.285714285714286,"mother-random-juvenile","mother","daughter",2023,"10B6-3CC1"
"3CC1","104E",0.214285714285714,"mother-random-juvenile","mother","daughter",2023,"104E-3CC1"
"3CC1","0BA0",0.230769230769231,"mother-random-juvenile","mother","daughter",2023,"0BA0-3CC1"
"3CC1","0DE4",0.333333333333333,"mother-daughter","mother","daughter",2023,"0DE4-3CC1"
"3CC1","062C",0.5,"mother-random-juvenile","mother","daughter",2023,"062C-3CC1"
"3CC1","088C",0.117647058823529,"mother-random-juvenile","mother","daughter",2023,"088C-3CC1"
"418B","0CE1",0.314285714285714,"mother-random-juvenile","mother","daughter",2023,"0CE1-418B"
"418B","04DB",0.392857142857143,"mother-random-juvenile","mother","daughter",2023,"04DB-418B"
"418B","04D3",0.40625,"mother-random-juvenile","mother","daughter",2023,"04D3-418B"
"418B","0B04",0.192307692307692,"mother-daughter","mother","daughter",2023,"0B04-418B"
"418B","09B4",0.333333333333333,"mother-random-juvenile","mother","daughter",2023,"09B4-418B"
"418B","10B4",0.392857142857143,"mother-random-juvenile","mother","daughter",2023,"10B4-418B"
"418B","0122",0.025,"mother-random-juvenile","mother","daughter",2023,"0122-418B"
"0145","0CE1",0.0555555555555556,"mother-random-juvenile","mother","daughter",2023,"0145-0CE1"
"0145","0739",0.166666666666667,"mother-random-juvenile","mother","daughter",2023,"0145-0739"
"0145","F1D5",0.0555555555555556,"mother-random-juvenile","mother","daughter",2023,"0145-F1D5"
"0145","0122",0.269230769230769,"mother-random-juvenile","mother","daughter",2023,"0122-0145"
"0145","0482",0.133333333333333,"mother-random-juvenile","mother","daughter",2023,"0145-0482"
"0145","10B6",0.133333333333333,"mother-random-juvenile","mother","daughter",2023,"0145-10B6"
"0145","104E",0.470588235294118,"mother-random-juvenile","mother","daughter",2023,"0145-104E"
"0145","0BA0",0.333333333333333,"mother-daughter","mother","daughter",2023,"0145-0BA0"
"0145","0DE4",0.333333333333333,"mother-random-juvenile","mother","daughter",2023,"0145-0DE4"
"0145","062C",0.166666666666667,"mother-random-juvenile","mother","daughter",2023,"0145-062C"
"0145","088C",0.285714285714286,"mother-random-juvenile","mother","daughter",2023,"0145-088C"
"494F","0CE1",0.378378378378378,"mother-random-juvenile","mother","daughter",2023,"0CE1-494F"
"494F","04DB",0.517241379310345,"mother-random-juvenile","mother","daughter",2023,"04DB-494F"
"494F","04D3",0.785714285714286,"mother-daughter","mother","daughter",2023,"04D3-494F"
"494F","0B04",0.384615384615385,"mother-random-juvenile","mother","daughter",2023,"0B04-494F"
"494F","09B4",0.451612903225806,"mother-random-juvenile","mother","daughter",2023,"09B4-494F"
"494F","10B4",0.571428571428571,"mother-random-juvenile","mother","daughter",2023,"10B4-494F"
"494F","0122",0.0697674418604651,"mother-random-juvenile","mother","daughter",2023,"0122-494F"
"494F","10B6",0.0344827586206897,"mother-random-juvenile","mother","daughter",2023,"10B6-494F"
"8BE4","0CE1",0.0697674418604651,"mother-random-juvenile","mother","daughter",2023,"0CE1-8BE4"
"8BE4","04DB",0.0540540540540541,"mother-random-juvenile","mother","daughter",2023,"04DB-8BE4"
"8BE4","04D3",0.0975609756097561,"mother-random-juvenile","mother","daughter",2023,"04D3-8BE4"
"8BE4","0B04",0.0689655172413793,"mother-random-juvenile","mother","daughter",2023,"0B04-8BE4"
"8BE4","09B4",0.0256410256410256,"mother-random-juvenile","mother","daughter",2023,"09B4-8BE4"
"8BE4","10B4",0.0263157894736842,"mother-random-juvenile","mother","daughter",2023,"10B4-8BE4"
"8BE4","0739",0.1,"mother-random-juvenile","mother","daughter",2023,"0739-8BE4"
"8BE4","F1D5",0.173913043478261,"mother-random-juvenile","mother","daughter",2023,"8BE4-F1D5"
"8BE4","0122",0.576923076923077,"mother-random-juvenile","mother","daughter",2023,"0122-8BE4"
"8BE4","0482",0.0869565217391304,"mother-random-juvenile","mother","daughter",2023,"0482-8BE4"
"8BE4","10B6",0.25,"mother-daughter","mother","daughter",2023,"10B6-8BE4"
"8BE4","104E",0.222222222222222,"mother-random-juvenile","mother","daughter",2023,"104E-8BE4"
"8BE4","0BA0",0.333333333333333,"mother-random-juvenile","mother","daughter",2023,"0BA0-8BE4"
"8BE4","0DE4",0.0909090909090909,"mother-random-juvenile","mother","daughter",2023,"0DE4-8BE4"
"8BE4","062C",0.1,"mother-random-juvenile","mother","daughter",2023,"062C-8BE4"
"8BE4","088C",0.296296296296296,"mother-random-juvenile","mother","daughter",2023,"088C-8BE4"
"DFAD","0CE1",0.1,"mother-random-juvenile","mother","daughter",2023,"0CE1-DFAD"
"DFAD","04DB",0.181818181818182,"mother-daughter","mother","daughter",2023,"04DB-DFAD"
"DFAD","04D3",0.103448275862069,"mother-random-juvenile","mother","daughter",2023,"04D3-DFAD"
"DFAD","0B04",0.125,"mother-random-juvenile","mother","daughter",2023,"0B04-DFAD"
"DFAD","09B4",0.173913043478261,"mother-random-juvenile","mother","daughter",2023,"09B4-DFAD"
"DFAD","10B4",0.181818181818182,"mother-random-juvenile","mother","daughter",2023,"10B4-DFAD"
"DFAD","104E",0.0526315789473684,"mother-random-juvenile","mother","daughter",2023,"104E-DFAD"
"0CE1","663E",0.1,"mother-random-juvenile","daughter","mother",2023,"0CE1-663E"
"04DB","663E",0.0833333333333333,"mother-random-juvenile","daughter","mother",2023,"04DB-663E"
"04D3","663E",0.103448275862069,"mother-random-juvenile","daughter","mother",2023,"04D3-663E"
"0B04","663E",0.2,"mother-random-juvenile","daughter","mother",2023,"0B04-663E"
"09B4","663E",0.08,"mother-random-juvenile","daughter","mother",2023,"09B4-663E"
"10B4","663E",0.181818181818182,"mother-daughter","daughter","mother",2023,"10B4-663E"
"0122","663E",0.12,"mother-random-juvenile","daughter","mother",2023,"0122-663E"
"0122","80F1",0.0476190476190476,"mother-random-juvenile","daughter","mother",2023,"0122-80F1"
"104E","80F1",0.0769230769230769,"mother-random-juvenile","daughter","mother",2023,"104E-80F1"
"0BA0","663E",0.117647058823529,"mother-random-juvenile","daughter","mother",2023,"0BA0-663E"
"088C","663E",0.0476190476190476,"mother-random-juvenile","daughter","mother",2023,"088C-663E"
